class	offset	donor_type	donor_name	donor_size	retail_type	retail_name	retail_size	verdict	evidence
CSpecialAbilitiesDrainLifeDef	0x44	vector<float,std::allocator<float>_>	AmountOfHealthSucked	16	Field	f2	4	CONTAINED	CSpecialAbilitiesDrainLifeDef_Transfer_004724c2.cpp
CSpecialAbilitiesDrainLifeDef	0x48	vector<float,std::allocator<float>_>	AmountOfHealthSucked	16	Field	f3	4	CONTAINED	CSpecialAbilitiesDrainLifeDef_Transfer_004724c2.cpp
CSpecialAbilitiesDrainLifeDef	0x4c	vector<float,std::allocator<float>_>	AmountOfHealthSucked	16	Field	f4	4	CONTAINED	CSpecialAbilitiesDrainLifeDef_Transfer_004724c2.cpp
CSpecialAbilitiesDrainLifeDef	size			132	sizeof	GetSizeofClass	112	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesDrunkennessDef	size			84	sizeof	GetSizeofClass	80	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesElectrocutedEffectDef	size			120	sizeof	GetSizeofClass	108	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesEnflameDef	size			176	sizeof	GetSizeofClass	168	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesFireballSpellDef	size			92	sizeof	GetSizeofClass	84	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesForcePushDataDef	0x0	void*	__vftable	4	unsigned char	_tail	44	CONFLICT	CSpecialAbilitiesForcePushDataDef_Transfer_004525a3.cpp
CSpecialAbilitiesForcePushDataDef	0x28	float	Damage	4	CSubField	sub	4	CONFLICT	CSpecialAbilitiesForcePushDataDef_Copy_00453ac7.cpp
CSpecialAbilitiesGhostSwordDef	size			92	sizeof	GetSizeofClass	88	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesHealLifeDef	size			112	sizeof	GetSizeofClass	96	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesLightningSpellDef	size			364	sizeof	GetSizeofClass	296	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesMultiArrowDef	size			140	sizeof	GetSizeofClass	128	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesMultiStrikeDef	size			180	sizeof	GetSizeofClass	156	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesSummonSpellDef	size			120	sizeof	GetSizeofClass	108	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesThunderLightningStormDef	size			108	sizeof	GetSizeofClass	104	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesTurncoatSpellDef	0x3c	unsigned char	_pad_0x3c	4	Field	f0	4	RETAIL_ONLY	CSpecialAbilitiesTurncoatSpellDef_TransferCSpecialAbilitiesTurncoatSpellDefUAEXAAV_00465662.cpp
CSpecialAbilitiesTurncoatSpellDef	0x40	vector<float,std::allocator<float>_>	StaminaCostPerSec	16	Field	f1	4	CONTAINED	CSpecialAbilitiesTurncoatSpellDef_TransferCSpecialAbilitiesTurncoatSpellDefUAEXAAV_00465662.cpp
CSpecialAbilitiesTurncoatSpellDef	0x44	vector<float,std::allocator<float>_>	StaminaCostPerSec	16	Field	f2	4	CONTAINED	CSpecialAbilitiesTurncoatSpellDef_TransferCSpecialAbilitiesTurncoatSpellDefUAEXAAV_00465662.cpp
CSpecialAbilitiesTurncoatSpellDef	0x48	vector<float,std::allocator<float>_>	StaminaCostPerSec	16	Field	f3	4	CONTAINED	CSpecialAbilitiesTurncoatSpellDef_TransferCSpecialAbilitiesTurncoatSpellDefUAEXAAV_00465662.cpp
CSpecialAbilitiesTurncoatSpellDef	0x4c	vector<float,std::allocator<float>_>	StaminaCostPerSec	16	Field	f4	4	CONTAINED	CSpecialAbilitiesTurncoatSpellDef_TransferCSpecialAbilitiesTurncoatSpellDefUAEXAAV_00465662.cpp
CSpecialAbilitiesTurncoatSpellDef	size			144	sizeof	GetSizeofClass	120	SIZE_CONFLICT	GetSizeofClass
CSpecialAbilitiesUnholyPowerDef	size			312	sizeof	GetSizeofClass	252	SIZE_CONFLICT	GetSizeofClass
CSpecialEffectsDef	size			56	sizeof	GetSizeofClass	52	SIZE_CONFLICT	GetSizeofClass
CStaticFontBank	0x4	unsigned char	_pad_0x04	4	long	m_maxHeight	4	RETAIL_ONLY	previous header
CStreamingFontBank	0x4	unsigned char	_pad_0x04	4	long	m_maxHeight	4	RETAIL_ONLY	previous header
CStreamingFontBankStateBlock	0x0	void*	__vftable	4	char	a	4	AGREE_KIND_SOFT	CStreamingFontBankStateBlock_Set_00a5ee40.cpp
CStreamingFontBankStateBlock	0x4	CStateBlock	State	16	int	crcData	4	CONTAINED	CStreamingFontBankStateBlock_CreateCRC_00a5f6a0.cpp
CStreamingFontBankStateBlock	0x4	CStateBlock	State	16	unsigned char	f10	1	CONTAINED	CStreamingFontBankStateBlock_Set_00a5ee40.cpp
CStreamingFontDataBank	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CStreamingFontDataBank_CloseCStreamingFontDataBankUAEXXZ_00a5f420.cpp
CStreamingFontDataBankEntry	0x4	CFontBank*	Font_Data	4	int	ptr	4	AGREE_KIND_SOFT	CStreamingFontDataBankEntry_IsLoaded_00a5f220.cpp
CSummonableCreatureDef	0x28	float	Rank	4	CMember	m28	4	CONFLICT	CSummonableCreatureDef_TransferCSummonableCreatureDefUAEXAAVCPersistCon_004de891.cpp
CSummonableCreatureDef	0x2c	long	SummonedBrain_TablePos	4	CMember	m2c	4	AGREE	CSummonableCreatureDef_TransferCSummonableCreatureDefUAEXAAVCPersistCon_004de891.cpp
CTCActivationReceptorBase	0x20	ELogicType	LogicType	4	unsigned char	f20	1	CONTAINED	CTCActivationReceptorBase_Activate_007f76e0.cpp
CTCActivationReceptorBase	0x28	unsigned long	FramesAfterActivationToDeactivate	4	void*	f28	4	AGREE_KIND_SOFT	CTCActivationReceptorBase_Activate_007f76e0.cpp
CTCActivationReceptorBase	0xc	bool	Activated	1	unsigned char	f0c	1	AGREE	CTCActivationReceptorBase_Activate_007f76e0.cpp
CTCBase	0x9	bool	IsInGlobalUpdateTCs	1	char	byte9	1	AGREE	CTCBase_RemoveFromGlobalTCs_00686df0.cpp
CTCBerserk	0x1c	float	ReleasedAnimationTimer	4	float	f1c	4	AGREE	CTCBerserk_SetAnimationTime_0078be60.cpp
CTCBoastUI	0x18	map<NUISystem::CMenuEntry_*,CQuestManager::CBoast,std::less<NUISystem::CMenuEntry_*>,std::allocator<std::pair<NUISystem::CMenuEntry_*_const,CQuestManager::CBoast>_>_>	BoastGroups	16	unsigned char	f18	1	CONTAINED	CTCBoastUI_RequestActivate_0056a860.cpp
CTCBoastUI	0x28	vector<NUISystem::CComponent_*,std::allocator<NUISystem::CComponent_*>_>	Components	16	unsigned char	f28	1	CONTAINED	CTCBoastUI_RequestActivate_0056a860.cpp
CTCBoastUI	0x29	vector<NUISystem::CComponent_*,std::allocator<NUISystem::CComponent_*>_>	Components	16	unsigned char	f29	1	CONTAINED	CTCBoastUI_RequestActivate_0056a860.cpp
CTCBoastUI	0x2a	vector<NUISystem::CComponent_*,std::allocator<NUISystem::CComponent_*>_>	Components	16	unsigned char	f2a	1	CONTAINED	CTCBoastUI_RequestActivate_0056a860.cpp
CTCBulletTime	0x4	unsigned char	_pad_0x04	4	That*	f4	4	RETAIL_ONLY	CTCBulletTime_CancelMove_0079c640.cpp
CTCBulletTime	0x4	unsigned char	_pad_0x04	4	long	f4	4	RETAIL_ONLY	previous header
CTCBulletTime	0x54	bool	Pausable	1	char	f54	1	AGREE	CTCBulletTime_CancelMove_0079c640.cpp
CTCBuyableHouse	0x1c	long	CurrentDressLevel	4	int	field_1c	4	AGREE	CTCBuyableHouse_IncrementDressLevel_006c04b0.cpp
CTCBuyableHouse	0x34	long	FrameToNextCheckIfWeNeedToCreateAnything	4	int	field_34	4	AGREE	CTCBuyableHouse_IncrementDressLevel_006c04b0.cpp
CTCCombat	0x14	long	ComboChainGracePeriodCountdown	4	CInner*	f24	4	AGREE_KIND_SOFT	CTCCombat_IsCurrentActionBlockable_007333d0.cpp
CTCCombat	0x1c	long	UnarmedCombatIdleCountdown	4	int	count	4	AGREE	CTCCombat_IsUsingUnarmedCombatIdle_00733100.cpp
CTCCombat	0x1c	long	UnarmedCombatIdleCountdown	4	int	f1c	4	AGREE	CTCCombat_OnHit_007332d0.cpp
CTCCombat	0x4	unsigned char	_pad_0x04	4	CObj*	obj	4	RETAIL_ONLY	CTCCombat_IsUsingUnarmedCombatIdle_00733100.cpp
CTCCombat	0x4	unsigned char	_pad_0x04	4	long	obj	4	RETAIL_ONLY	previous header
CTCCombat	0x50	CDefPointeeBase*	PBlockCounterAbility_Object	4	int	f50	4	AGREE_KIND_SOFT	CTCCombat_OnHit_007332d0.cpp
CTCCombat	0x68	vector<CIntelligentPointer<CThing_const_>,std::allocator<CIntelligentPointer<CThing_const_>_>_>	AlwaysBlockThings	16	int	field_68	4	CONTAINED	CTCCombat_IsVulnerableToUnblockableAttack_007331c0.cpp
CTCCoopSpirit	0x0	void*	__vftable	4	unsigned char	storage	52	CONFLICT	CTCCoopSpirit_Construct_004d55d0.cpp
CTCCrateStack	0x10	CIntelligentPointer<CThing>	FirstCrate	8	CIntelligentPointerThing	SecondCrate	4	CONTAINED	CTCCrateStack_GetNumCrates_007b6660.cpp
CTCCrateStack	0xc	CIntelligentPointer<CThing>	FirstCrate	8	CIntelligentPointerThing	FirstCrate	4	CONTAINED	CTCCrateStack_GetNumCrates_007b6660.cpp
CTCCreatureGenerator	0x0	void*	__vftable	4	char	m_leading	80	CONFLICT	CTCCreatureGenerator_SetAlwaysCreateCreaturesOnTrigger_00749d70.cpp
CTCCreatureGenerator	0x18	CArray<CDefIndex>	CreatureFamilies	16	ListNode*	list	4	CONTAINED	CTCCreatureGenerator_IsDepleted_00749e20.cpp
CTCCreatureGenerator	0x1c	list<CIntelligentPointer<CThing>,std::allocator<CIntelligentPointer<CThing>_>_>	CreatedCreatures	12	intrusive list	head	4	CONTAINED	CTCCreatureGenerator_IsDepleted_00749e20.cpp
CTCCreatureGenerator	0x44	TGenerationParameters	GenParams	36	int	f40	4	CONTAINED	CTCCreatureGenerator_IsDepleted_00749e20.cpp
CTCCreatureGenerator	0x4c	TGenerationParameters	GenParams	36	bool	active	1	CONTAINED	CTCCreatureGenerator_SetAsActive_00749dd0.cpp
CTCCreatureGenerator	0x50	TGenerationParameters	GenParams	36	bool	m_bSuppressCreateOnTrigger	1	CONTAINED	CTCCreatureGenerator_SetAlwaysCreateCreaturesOnTrigger_00749d70.cpp
CTCCreatureGenerator	0x58	TGenerationParameters	GenParams	36	int	f54	4	CONTAINED	CTCCreatureGenerator_IsDepleted_00749e20.cpp
CTCCreatureGenerator	0x5c	bool	Active	1	unsigned char	activationState	1	AGREE	CTCCreatureGenerator_SetAsActive_00749dd0.cpp
CTCCreatureGenerator	0x88	vector<C3DVector,std::allocator<C3DVector>_>	HiddenPositions	16	int	f84	4	CONTAINED	CTCCreatureGenerator_IsDepleted_00749e20.cpp
CTCCreatureNavigation	0x50	vector<CSteeringAgent_const_*,std::allocator<CSteeringAgent_const_*>_>	Agents	16	int	cur	4	CONTAINED	CTCCreatureNavigation_IsCurrentlyNavigating_006cb8f0.cpp
CTCCreatureNavigation	0x55	long	NextUpdate	4	unsigned char	flag	1	CONFLICT	CTCCreatureNavigation_SetAsAbleToMoveThroughSolidObjects_006cb9d0.cpp
CTCCreatureNavigation	0xc	CNavigatorBase*	PNavigator	4	CObj*	obj	4	AGREE	CTCCreatureNavigation_SetAsAbleToMoveThroughSolidObjects_006cb9d0.cpp
CTCCreatureOpinionOfHero	0x33c	list<long,std::allocator<long>_>[92]	KnownDeeds	1104	int	m_opinionValue	4	CONTAINED	CTCCreatureOpinionOfHero_SetHeroOpinionEnemy_006815d0.cpp
CTCCreatureOpinionOfHero	0x342	list<long,std::allocator<long>_>[92]	KnownDeeds	1104	char	m_isEnemy	1	CONTAINED	CTCCreatureOpinionOfHero_SetHeroOpinionEnemy_006815d0.cpp
CTCDoor	0x0	void*	__vftable	4	void*	m0	4	AGREE	CTCDoor_ScriptTriggerOpen_007305d0.cpp
CTCDoor	0x10	bool	CurrentOpen	1	bool	m10	1	AGREE	CTCDoor_ScriptTriggerOpen_007305d0.cpp
CTCDoor	0x4	unsigned char	_pad_0x04	4	CDoorInner*	m4	4	RETAIL_ONLY	CTCDoor_ScriptTriggerOpen_007305d0.cpp
CTCDoor	0x4	unsigned char	_pad_0x04	4	long	m4	4	RETAIL_ONLY	previous header
CTCEntityEvents	0x4	unsigned char	_pad_0x04	4	CSubObject	sub	4	RETAIL_ONLY	CTCEntityEvents_FrameUpdate_00811450.cpp
CTCEntityEvents	0x4	unsigned char	_pad_0x04	4	long	sub	4	RETAIL_ONLY	previous header
CTCExplodingObject	0x18	long	CountdownTimer	4	long	CountdownTimer	4	AGREE	CTCExplodingObject_SetCountdownTimer_00750ba0.cpp
CTCExplodingObject	0x4	unsigned char	_pad_0x04	4	CThing*	Thing	4	RETAIL_ONLY	CTCExplodingObject_SetCountdownTimer_00750ba0.cpp
CTCGraphicAppearance	0x38	float	CachedStaticFocalPosOffset_Z	4	MemberAt38	m38	4	CONFLICT	CTCGraphicAppearance_ClearAllPrimitives_004bf9a0.cpp
CTCGraphicAppearance	0x38	float	CachedStaticFocalPosOffset_Z	4	SubObj*	subptr	4	CONFLICT	CTCGraphicAppearance_ClearAllPrimitivesDueToBeingOutOfRan_004bf960.cpp
CTCGraphicAppearance	0x3c	float	Scale	4	ListNode*	head	4	CONFLICT	CTCGraphicAppearance_ClearAllPrimitivesDueToBeingOutOfRan_004bf960.cpp
CTCGraphicAppearance	0x3c	float	Scale	4	ListNode*	head	4	CONFLICT	CTCGraphicAppearance_ClearAllPrimitives_004bf9a0.cpp
CTCGraphicAppearance	0x4	unsigned char	_pad_0x04	4	Sub*	f4	4	RETAIL_ONLY	CTCGraphicAppearance_SetAlpha_004bfac0.cpp
CTCGraphicAppearance	0x54	list<NGraphicAppearance::CAGraphicAppearanceComponent_*,std::allocator<NGraphicAppearance::CAGraphicAppearanceComponent_*>_>	Components	12	int	counter	4	CONTAINED	CTCGraphicAppearance_ClearAllPrimitivesDueToBeingOutOfRan_004bf960.cpp
CTCGraphicAppearance	0x54	list<NGraphicAppearance::CAGraphicAppearanceComponent_*,std::allocator<NGraphicAppearance::CAGraphicAppearanceComponent_*>_>	Components	12	int	counter	4	CONTAINED	CTCGraphicAppearance_ClearAllPrimitives_004bf9a0.cpp
CTCGraphicAppearance	0x58	unsigned char	LightingChannel_ChannelIndex0	1	char	flags	1	AGREE	CTCGraphicAppearance_ClearAllPrimitivesDueToBeingOutOfRan_004bf960.cpp
CTCGraphicAppearance	0x58	unsigned char	LightingChannel_ChannelIndex0	1	unsigned char	flags	1	AGREE	CTCGraphicAppearance_SetAlpha_004bfac0.cpp
CTCGraphicAppearance	0x59	unsigned char	LightingChannel_ChannelIndex1	1	unsigned char	state	1	AGREE	CTCGraphicAppearance_ClearAllPrimitivesDueToBeingOutOfRan_004bf960.cpp
CTCGraphicAppearance	0x5a	unsigned char	LightingChannel_ChannelBlendFactor	1	unsigned char	alpha	1	AGREE	CTCGraphicAppearance_SetAlpha_004bfac0.cpp
CTCHeroAttachableAppearanceModifiers	0x14	bitfield group: bool:1	AppearanceModifiersLoaded	2	unsigned char	f14	1	CONTAINED	CTCHeroAttachableAppearanceModifiers_HandleMessage_00705fe0.cpp
CTCHeroCentre	0x10	EGUIMode	CurrentGUIMode	4	int	f10	4	CONTAINED	CTCHeroCentre_OnHeroCloseDoor_0077d3e0.cpp
CTCHeroExperience	0x10	long	TotalExperiencePoints	4	long	TotalExperiencePoints	4	AGREE	CTCHeroExperience_ApplyPenaltyForDeath_006d6340.cpp
CTCHeroExperience	0x10	long	TotalExperiencePoints	4	long	TotalExperiencePoints	4	AGREE	CTCHeroExperience_ForceSpendableExperienceTo_006d6470.cpp
CTCHeroExperience	0x14	long	ExperiencePointsAvailableToSpend	4	long	ExperiencePointsAvailableToSpend	4	AGREE	CTCHeroExperience_ApplyPenaltyForDeath_006d6340.cpp
CTCHeroExperience	0x14	long	ExperiencePointsAvailableToSpend	4	long	ExperiencePointsAvailableToSpend	4	AGREE	CTCHeroExperience_ForceSpendableExperienceTo_006d6470.cpp
CTCHeroExperience	0x18	vector<long,std::allocator<long>_>	StatExperiencePoints	16	long*	stats	4	CONTAINED	CTCHeroExperience_ForceTrainableStatExperienceTo_006d6830.cpp
CTCHeroExperience	0x24	vector<long,std::allocator<long>_>	StatExperiencePoints	16	long*	table	4	CONTAINED	CTCHeroExperience_ModifyTrainableStatLevel_006d6810.cpp
CTCHeroExperience	0x5c	vector<long,std::allocator<long>_>	ExperienceSpentOnStats	16	StatTable*	table	4	CONTAINED	CTCHeroExperience_GetCategoryTrainableStatIsIn_006d6850.cpp
CTCHeroMorph	0x3d	map<CCharString,std::pair<long,CDateAndTime>,std::less<CCharString>,std::allocator<std::pair<CCharString_const_,std::pair<long,CDateAndTime>_>_>_>	CustomToBankIndex	16	unsigned char	m_changed	1	CONTAINED	CTCHeroMorph_SetAsTeenager_0071ba40.cpp
CTCHeroMorph	0x60	float	Will	4	unsigned char	m_val	1	CONFLICT	CTCHeroMorph_SetAsTeenager_0071ba40.cpp
CTCHeroRangedAttacks	0x10	CDefPointeeBase*	PHeroCombatDef_Object	4	CHeroCombatDefRetail*	PHeroCombatDef	4	AGREE	CTCHeroRangedAttacks_ResetProjectileTargetingZoomParameter_00789b00.cpp
CTCHeroRangedAttacks	0x14	bool	FireCycleInProgress	1	unsigned char	State	44	CONFLICT	CTCHeroRangedAttacks_ResetProjectileTargetingZoomParameter_00789b00.cpp
CTCHeroRangedAttacks	0x40	float	ProjectileWeaponZoomParameter	4	float	ProjectileWeaponZoomParameter	4	AGREE	CTCHeroRangedAttacks_ResetProjectileTargetingZoomParameter_00789b00.cpp
CTCHeroStats	0x0	void*	__vftable	4	int	m00	40	CONFLICT	CTCHeroStats_GetMoralityPercentage_0057a690.cpp
CTCHeroStats	0x0	void*	__vftable	4	unsigned char	EarlierFields	472	CONFLICT	CTCHeroStats_GetNumberOfCurrentSpouses_0057ad1d.cpp
CTCHeroStats	0x1d8	CEnginePrimitiveHandle	PrimitiveHandle	8	CHeroMarriageList	Marriages	4	CONTAINED	CTCHeroStats_GetNumberOfCurrentSpouses_0057ad1d.cpp
CTCHeroStats	0x1d8	CEnginePrimitiveHandle	PrimitiveHandle	8	CHeroMarriageListRetail	Marriages	4	CONTAINED	CTCHeroStats_HasMarriageInState_0057ac29.cpp
CTCHeroStats	0x28	vector<long,std::allocator<long>_>	ExperienceSpentOn	16	int	m28	4	CONTAINED	CTCHeroStats_GetMoralityPercentage_0057a690.cpp
CTCHeroStats	0xdc	long	NumMountedTrophies	4	CTCHeroStatsInner*	inner	4	AGREE_KIND_SOFT	CTCHeroStats_GetMaxDrunkenness_0057a89d.cpp
CTCInGameMenu	0x0	void*	__vftable	4	call	member	4	AGREE_KIND_SOFT	CTCInGameMenu_Construct_004d559d.cpp
CTCInGameMenu	0x0	void*	__vftable	4	void*	v0field	4	AGREE	CTCInGameMenu_OnCreate_0047d60d.cpp
CTCInGameMenu	0x4	unsigned char	_pad_0x04	4	Sub4*	field4	4	RETAIL_ONLY	CTCInGameMenu_OnCreate_0047d60d.cpp
CTCInGameMenu	0x4	unsigned char	_pad_0x04	4	long	field4	4	RETAIL_ONLY	previous header
CTCInventoryAbilities	0x160	vector<long,std::allocator<long>_>	ExperienceSpentOnAbilities	16	AbilityEntry*	entries	4	CONTAINED	CTCInventoryAbilities_GetAbilityGraphicIndex_005ede7f.cpp
CTCInventoryAbilities	0x160	vector<long,std::allocator<long>_>	ExperienceSpentOnAbilities	16	AbilityEntry*	table	4	CONTAINED	CTCInventoryAbilities_GetAbilityMoralityCostFactor_005edff7.cpp
CTCInventoryAbilities	0x160	vector<long,std::allocator<long>_>	ExperienceSpentOnAbilities	16	Entry*	table	4	CONTAINED	CTCInventoryAbilities_GetAbilityPDef_005edfd9.cpp
CTCInventoryAbilities	0x160	vector<long,std::allocator<long>_>	ExperienceSpentOnAbilities	16	Entry*	table	4	CONTAINED	CTCInventoryAbilities_GetAbilityStatType_005edeeb.cpp
CTCInventoryBase	0x1c	bool	FirstRenderFrame	1	int	state_1c	4	CONFLICT	CTCInventoryBase_ProcessButtonBReleased_005bc66f.cpp
CTCInventoryBase	0x20	EInventorySelectionState	InventorySelectionState	4	InvVec	items	4	CONTAINED	CTCInventoryBase_GetHighlightedItem_005bcae3.cpp
CTCInventoryBase	0x6c	bool	OldIntervalDescInitialised	1	int	highlight	4	CONFLICT	CTCInventoryBase_GetHighlightedItem_005bcae3.cpp
CTCInventoryBase	0xbc	vector<NInventory::CItem,std::allocator<NInventory::CItem>_>	ConfiscatedItems	16	C2DBoxF	InventoryAnimRenderBox	4	CONTAINED	CTCInventoryBase_SetInventoryAnimRenderBox_005bc58f.cpp
CTCInventoryClothing	0x158	vector<std::pair<EClothingSuitPart,NUISystem::CComponent_*>,std::allocator<std::pair<EClothingSuitPart,NUISystem::CComponent_*>_>_>	ClothingMenuEntries	16	int	f158	4	CONTAINED	CTCInventoryClothing_AddClothingToMannequin_005b4ea8.cpp
CTCInventoryExperience	0x1bc	vector<CEnginePrimitiveHandle,std::allocator<CEnginePrimitiveHandle>_>	ExperienceAbilityMagicPrimitiveHandles	16	int	count	4	CONTAINED	CTCInventoryExperience_DecrementStatIndicator_0056e5de.cpp
CTCInventoryExperience	0x1bc	vector<CEnginePrimitiveHandle,std::allocator<CEnginePrimitiveHandle>_>	ExperienceAbilityMagicPrimitiveHandles	16	unsigned long	field_1bc	4	CONTAINED	CTCInventoryExperience_ResetStatIndicatorValues_0056e5ab.cpp
CTCInventoryExperience	0x1c0	vector<CEnginePrimitiveHandle,std::allocator<CEnginePrimitiveHandle>_>	ExperienceAbilityMagicPrimitiveHandles	16	unsigned long	field_1c0	4	CONTAINED	CTCInventoryExperience_ResetStatIndicatorValues_0056e5ab.cpp
CTCInventoryItem	0x0	void*	__vftable	4	int	field0	4	AGREE_KIND_SOFT	CTCInventoryItem_RemoveFromInventory_005d8e20.cpp
CTCInventoryItem	0x10	CTCInventoryBase*	PInventory	4	COwner*	owner	4	AGREE	CTCInventoryItem_RemoveFromInventory_005d8e20.cpp
CTCInventoryItem	0x14	unsigned char	_pad_0x14	4	long	call	4	RETAIL_ONLY	previous header
CTCInventoryItem	0x14	unsigned char	_pad_0x14	4	this for the	call	4	RETAIL_ONLY	CTCInventoryItem_RemoveFromInventory_005d8e20.cpp
CTCInventoryItem	0x4	unsigned char	_pad_0x04	4	int	slot	4	RETAIL_ONLY	CTCInventoryItem_RemoveFromInventory_005d8e20.cpp
CTCInventoryItem	0x4	unsigned char	_pad_0x04	4	long	slot	4	RETAIL_ONLY	previous header
CTCInventoryItem	0x8	unsigned char	_pad_0x08	4	int	field8	4	RETAIL_ONLY	CTCInventoryItem_RemoveFromInventory_005d8e20.cpp
CTCInventoryItem	0x8	unsigned char	_pad_0x08	4	long	field8	4	RETAIL_ONLY	previous header
CTCInventoryItem	0xc	CDefPointeeBase*	PDef_Object	4	int	fieldC	4	AGREE_KIND_SOFT	CTCInventoryItem_RemoveFromInventory_005d8e20.cpp
CTCKraken	0x1a8			120	int	m_phase	4	SIZE_CONFLICT	CTCKraken_HaveAllTentaclesBeenHit_00557940.cpp
CTCKraken	0x1ac			120	int	m_remaining	4	SIZE_CONFLICT	CTCKraken_HaveAllTentaclesBeenHit_00557940.cpp
CTCLook	0x78	float	DirectionToLookIn_Y	4	unsigned long	f78	4	CONFLICT	CTCLook_OnAppearanceClear_00751a90.cpp
CTCLook	0x7c	float	DirectionToLookIn_Z	4	unsigned long	f7c	4	CONFLICT	CTCLook_OnAppearanceClear_00751a90.cpp
CTCMapwho	0x50	bitfield group: uchar:1	InMapwho	4	unsigned char	flags	1	CONTAINED	CTCMapwho_PlaceInMapwho_0071a710.cpp
CTCMultiStrike	0x10	long	SpellLevel	4	int	index	4	AGREE	CTCMultiStrike_IsLastHit_007cca60.cpp
CTCMultiStrike	0x1c	long	NumHits	4	int	current	4	AGREE	CTCMultiStrike_IsLastHit_007cca60.cpp
CTCMultiStrike	0xc	CDefPointeeBase*	PDef_Object	4	Inner*	inner	4	AGREE	CTCMultiStrike_IsLastHit_007cca60.cpp
CTCMultiStrike	0xd	CDefPointeeBase*	PDef_Object	4	char	m_active	1	CONFLICT	CTCMultiStrike_CancelForCutscene_007cc9c0.cpp
CTCNamedUserActionPoints	0x34	unsigned char	_pad_0x34	4	CCharString*	arr	4	RETAIL_ONLY	CTCNamedUserActionPoints_GetName_007fefc0.cpp
CTCNamedUserActionPoints	0x34	unsigned char	_pad_0x34	4	long	arr	4	RETAIL_ONLY	previous header
CTCNoiseDef	0x28	ENoiseType	Type	4	int	a	4	CONTAINED	CTCNoiseDef_TransferCTCNoiseDefUAEXAAVCPersistContextZ_00452184.cpp
CTCNoiseDef	0x2c	float	LifeTime	4	int	b	4	CONFLICT	CTCNoiseDef_TransferCTCNoiseDefUAEXAAVCPersistContextZ_00452184.cpp
CTCNoiseDef	0x30	float	DistanceCanBeHeardFrom	4	int	c	4	CONFLICT	CTCNoiseDef_TransferCTCNoiseDefUAEXAAVCPersistContextZ_00452184.cpp
CTCOracleMinigame	0xc0	long[4]	SymbolsFiring	16	int	outputs	16	AGREE	CTCOracleMinigame_OutputsFiring_007e5d00.cpp
CTCPerceiveThing	0x18	float	AwarenessTimer	4	float	f18	4	AGREE	CTCPerceiveThing_SetLastAwareInfo_00744730.cpp
CTCPerceiveThing	0x20	float	LastPerceivedPos_X	4	Vec3	v20	4	CONFLICT	CTCPerceiveThing_SetLastAwareInfo_00744730.cpp
CTCPerceiveThing	0x2c	bool	Perceiving	1	CObj34*	p34	4	CONFLICT	CTCPerceiveThing_SetLastAwareInfo_00744730.cpp
CTCPerceiveThing	0x4	unsigned char	_pad_0x04	4	int	field4	4	RETAIL_ONLY	CTCPerceiveThing_SetLastAwareInfo_00744730.cpp
CTCPerceiveThing	0x4	unsigned char	_pad_0x04	4	int	field4	4	RETAIL_ONLY	previous header
CTCPerceiveThing	0xc	CIntelligentPointer<CThing_const_>	PerceivedThing	8	char	field_c	12	CONFLICT	CTCPerceiveThing_SetLastAwareInfo_00744730.cpp
CTCPhysicsBase	0x4	unsigned char	_pad_0x04	4	long	sub	4	RETAIL_ONLY	previous header
CTCPhysicsStandard	0x4	unsigned char	_pad_0x04	4	long	owner	4	RETAIL_ONLY	previous header
CTCPhysicsStandard	0x50	CRightHandedSet	RHSet	24	Xform6	cur	4	CONTAINED	CTCPhysicsStandard_ResetInterpolation_007236e0.cpp
CTCPhysicsStandard	0x54	CRightHandedSet	RHSet	24	Xform6	interp	4	CONTAINED	CTCPhysicsStandard_ResetInterpolation_007236e0.cpp
CTCPhysicsStandard	0x58	CRightHandedSet	RHSet	24	unsigned int	flag	4	CONTAINED	CTCPhysicsStandard_ResetInterpolation_007236e0.cpp
CTCPhysicsStandard	0xc	unsigned char	_pad_0x0c	4	long	ground	4	RETAIL_ONLY	previous header
CTCQuestCard	0xc	CDefPointeeBase*	PDef_Object	4	RouteInner*	inner	4	AGREE	CTCQuestCard_IsRouteToAppearOnMinimap_007022f0.cpp
CTCQuestCompletionUI	0x10	vector<NUISystem::CComponent_*,std::allocator<NUISystem::CComponent_*>_>	Components	16	int	m_10	4	CONTAINED	CTCQuestCompletionUI_IsOverridingScreenFade_005e3e70.cpp
