class	header	size	named_members	status	note
CExpressionDef	_quarantine/CExpressionDef.h	148	25	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CExpressionSubDef	CExpressionSubDef.h	44	1	OK	0 retail files
CFactionDef	_quarantine/CFactionDef.h	96	3	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CFadeInFadeOutBase	CFadeInFadeOutBase.h	28	8	OK	0 retail files
CFileDataInputStream	CFileDataInputStream.h	36	3	OK	0 retail files
CFileDataOutputStream	CFileDataOutputStream.h	12	2	OK	0 retail files
CFireballSpellLevelDef	CFireballSpellLevelDef.h	44	1	OK	0 retail files
CFireheartMinigameDef	CFireheartMinigameDef.h	60	5	OK	1 retail files
CFishDef	CFishDef.h	88	12	OK	0 retail files
CFishingDef	_quarantine/CFishingDef.h	128	19	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CFishingRodDef	_quarantine/CFishingRodDef.h	60	5	QUARANTINED	5 conflict(s) in 1 file(s) vs 0 agreeing
CFlammableDef	_quarantine/CFlammableDef.h	80	5	QUARANTINED	4 conflict(s) in 2 file(s) vs 0 agreeing
CFontBank	CFontBank.h	16	3	OK	0 retail files
CFontBankStateBlock	CFontBankStateBlock.h	16	1	OK	2 retail files
CFontDataBank	CFontDataBank.h	408	3	OK	1 retail files
CFontDataBankEntry	CFontDataBankEntry.h	24	5	OK	1 retail files
CFrontEndDef	_quarantine/CFrontEndDef.h	92	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CFrontEndList	CFrontEndList.h	576	0	OK	0 retail files
CFrontEndManager	CFrontEndManager.h	248	27	OK	0 retail files
CFrontEndScreen	CFrontEndScreen.h	412	4	OK	0 retail files
CFrontendGameComponent		0	0	HAND_OWNED	
CGame		0	0	HAND_OWNED	
CGameCameraBase	CGameCameraBase.h	216	21	OK	0 retail files
CGameCameraManager	CGameCameraManager.h	388	55	OK	4 retail files; suspect=CGameCameraManager_IsUsingScriptedCameraMode_00697ae0.cpp,CGameCameraManager_SetAutomaticCameraControl_00699090.cpp
CGameComponent		0	0	HAND_OWNED	
CGameDefinitionManager	_quarantine/CGameDefinitionManager.h	1	0	COMPILE_FAIL	D:\Documents\FableTLC\rebuild\include\engine\CGameDefinitionManager.h(17) : error C2118: negative subscript
CGameEvent	CGameEvent.h	40	6	OK	1 retail files
CGameEventPackageSet	CGameEventPackageSet.h	80404	2	OK	0 retail files
CGameJoystickManager	CGameJoystickManager.h	12	2	OK	0 retail files
CGamePlayerInterface	CGamePlayerInterface.h	2216	18	OK	0 retail files
CGameScriptInterface	CGameScriptInterface.h	84	16	OK	18 retail files; suspect=CGameScriptInterface_CameraEarthquakeIntensityAtPos_0088ed20.cpp,CGameScriptInterface_ClearAllRumbles_00892df0.cpp,CGameScriptInterface_GetNumHousesOwned_008a12a0.cpp,CGameScriptInterface_IsEntityAbleToAttack_00890280.cpp,CGameScriptInterface_IsEntityWieldingMeleeWeapon_00890220.cpp,CGameScriptInterface_IsEntityWieldingRangedWeapon_00890250.cpp,CGameScriptInterface_IsThingAChest_008a0eb0.cpp,CGameScriptInterface_StartSneaking_008a1300.cpp
CGameScriptThing	CGameScriptThing.h	72	13	OK	3 retail files; suspect=CGameScriptThing_GetDataStringCGameScriptThingUBEAVCCharStringXZ_008cfe00.cpp,CGameScriptThing_GetName_008cfdf0.cpp,CGameScriptThing_GetPos_008cfe20.cpp
CGhostGrannySon	_quarantine/CGhostGrannySon.h	36	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CGiftDef	_quarantine/CGiftDef.h	48	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CGlobalDef	_quarantine/CGlobalDef.h	352	66	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CGoldDef	CGoldDef.h	44	1	OK	0 retail files
CGraphicBankStateBlock	CGraphicBankStateBlock.h	100	1	OK	1 retail files
CGraphicDataBank	_quarantine/CGraphicDataBank.h	904	17	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CGraphicFrame	CGraphicFrame.h	4	1	OK	1 retail files
CGraphicInfoFrame	_quarantine/CGraphicInfoFrame.h	16	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CGroundNavigatorExternalInterface	CGroundNavigatorExternalInterface.h	12	2	OK	1 retail files
CGuardDef	CGuardDef.h	80	10	OK	0 retail files
CGuiVarTransferFloat	CGuiVarTransferFloat.h	32	7	OK	1 retail files
CGuildMasterDef	_quarantine/CGuildMasterDef.h	48	2	QUARANTINED	3 conflict(s) in 2 file(s) vs 0 agreeing
CHairCardDef	CHairCardDef.h	44	1	OK	0 retail files
CHandleBasedMemoryPool	CHandleBasedMemoryPool.h	1128	26	OK	1 retail files
CHasNameDef	CHasNameDef.h	52	3	OK	0 retail files
CHeightMapCell	CHeightMapCell.h	12	4	OK	0 retail files
CHeroAbilityDef	_quarantine/CHeroAbilityDef.h	172	18	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CHeroCentreDef	CHeroCentreDef.h	37	0	OK	0 retail files
CHeroCombatDef	_quarantine/CHeroCombatDef.h	372	51	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CHeroDef	CHeroDef.h	48	2	OK	2 retail files
CHeroExperienceDef	_quarantine/CHeroExperienceDef.h	224	13	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CHeroMarriageDef	CHeroMarriageDef.h	200	40	OK	0 retail files
CHeroMarriageInfo	CHeroMarriageInfo.h	24	4	OK	0 retail files
CHeroMorphDef	_quarantine/CHeroMorphDef.h	120	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CHeroPostcardGeneratorDef	_quarantine/CHeroPostcardGeneratorDef.h	96	6	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CHeroSpecialMovementDef	CHeroSpecialMovementDef.h	56	4	OK	1 retail files
CHeroStatsDef	_quarantine/CHeroStatsDef.h	356	43	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CHeroSuitDef	_quarantine/CHeroSuitDef.h	56	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CHeroTitleDef	CHeroTitleDef.h	80	11	OK	0 retail files
CHighlightItemDef	CHighlightItemDef.h	72	8	OK	0 retail files
CHitLocationDef	_quarantine/CHitLocationDef.h	128	19	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CHitLocationsDef	_quarantine/CHitLocationsDef.h	56	1	QUARANTINED	2 conflict(s) in 2 file(s) vs 0 agreeing
CHornetDrone	CHornetDrone.h	32	3	OK	0 retail files
CHoverable	CHoverable.h	412	4	OK	0 retail files
CIDrawMap	CIDrawMap.h	4	0	OK	0 retail files
CIEngine	CIEngine.h	12	1	OK	3 retail files
CIME		0	0	HAND_OWNED	
CIVCountedPointeeBase	CIVCountedPointeeBase.h	8	1	OK	0 retail files
CIdleSchedulerDef	_quarantine/CIdleSchedulerDef.h	80	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CIndexBuffer	CIndexBuffer.h	20	4	OK	0 retail files
CInitBaseClass		0	0	HAND_OWNED	
CInputProcessBetting	CInputProcessBetting.h	40	0	OK	0 retail files
CInputProcessBoastUI	CInputProcessBoastUI.h	40	0	OK	0 retail files
CInputProcessClickPastText	CInputProcessClickPastText.h	40	0	OK	0 retail files
CInputProcessConsole	CInputProcessConsole.h	40	0	OK	0 retail files
CInputProcessControlCreatureRightStick	CInputProcessControlCreatureRightStick.h	44	3	OK	0 retail files
CInputProcessControlFreeCamera	CInputProcessControlFreeCamera.h	44	1	OK	0 retail files
CInputProcessControlSpirit	CInputProcessControlSpirit.h	48	1	OK	0 retail files
CInputProcessCreditsUI	CInputProcessCreditsUI.h	40	0	OK	0 retail files
CInputProcessCutScene	CInputProcessCutScene.h	40	0	OK	0 retail files
CInputProcessCycleSpecialCameraModes	CInputProcessCycleSpecialCameraModes.h	40	0	OK	0 retail files
CInputProcessDead	CInputProcessDead.h	40	0	OK	0 retail files
CInputProcessFireheartMinigame	CInputProcessFireheartMinigame.h	40	0	OK	0 retail files
CInputProcessFreezeControls	CInputProcessFreezeControls.h	40	0	OK	0 retail files
CInputProcessGameBase	CInputProcessGameBase.h	40	5	OK	0 retail files
CInputProcessHeroAbilitiesScreen	CInputProcessHeroAbilitiesScreen.h	60	2	OK	0 retail files
CInputProcessHeroInformationScreens	CInputProcessHeroInformationScreens.h	40	0	OK	0 retail files
CInputProcessInGameMenu	CInputProcessInGameMenu.h	56	4	OK	0 retail files
CInputProcessInventory	CInputProcessInventory.h	56	1	OK	0 retail files
CInputProcessInventoryBase	CInputProcessInventoryBase.h	52	3	OK	1 retail files
CInputProcessInventoryClothing	CInputProcessInventoryClothing.h	56	1	OK	0 retail files
CInputProcessInventoryExperienceScreen	CInputProcessInventoryExperienceScreen.h	56	1	OK	0 retail files
CInputProcessInventoryMagicScreen	CInputProcessInventoryMagicScreen.h	56	1	OK	0 retail files
CInputProcessInventoryMapScreen	CInputProcessInventoryMapScreen.h	56	1	OK	0 retail files
CInputProcessInventoryQuestsScreen	CInputProcessInventoryQuestsScreen.h	64	3	OK	1 retail files
CInputProcessInventoryStatsScreen	CInputProcessInventoryStatsScreen.h	56	1	OK	0 retail files
CInputProcessInventoryTradeScreen	CInputProcessInventoryTradeScreen.h	56	1	OK	0 retail files
CInputProcessInventoryWeapons	CInputProcessInventoryWeapons.h	56	1	OK	0 retail files
CInputProcessJumpingAndRolling	CInputProcessJumpingAndRolling.h	100	11	OK	1 retail files
CInputProcessLightning	CInputProcessLightning.h	40	0	OK	0 retail files
CInputProcessMain	CInputProcessMain.h	40	0	OK	0 retail files
CInputProcessParalysed	CInputProcessParalysed.h	44	1	OK	0 retail files
CInputProcessQuestCompletionUI	CInputProcessQuestCompletionUI.h	40	0	OK	0 retail files
CInputProcessQuickAccessMenu	CInputProcessQuickAccessMenu.h	40	0	OK	0 retail files
CInputProcessTargetLockRightStickTargetSelect	CInputProcessTargetLockRightStickTargetSelect.h	44	2	OK	0 retail files
CInputProcessTavernGame	CInputProcessTavernGame.h	40	0	OK	0 retail files
CInputProcessUseRangedWeaponZLock	CInputProcessUseRangedWeaponZLock.h	40	0	OK	0 retail files
CInputProcessWatchForRangedWeaponThirdPersonModeTermination	CInputProcessWatchForRangedWeaponThirdPersonModeTermination.h	44	1	OK	0 retail files
CInputProcessWatchForWillChargeUpThirdPersonModeTermination	CInputProcessWatchForWillChargeUpThirdPersonModeTermination.h	44	1	OK	0 retail files
CInputProcessYesNoQuestion	CInputProcessYesNoQuestion.h	44	1	OK	0 retail files
CInputTypeKeyboardKeyEvent	CInputTypeKeyboardKeyEvent.h	16	3	OK	0 retail files
CInputTypeMouseButtonEvent	CInputTypeMouseButtonEvent.h	16	3	OK	0 retail files
CInputTypeMouseMovementEvent	CInputTypeMouseMovementEvent.h	4	0	OK	0 retail files
CInputTypeMouseWheelMovementDownEvent	CInputTypeMouseWheelMovementDownEvent.h	4	0	OK	0 retail files
CInputTypeMouseWheelMovementEvent	CInputTypeMouseWheelMovementEvent.h	4	0	OK	0 retail files
CInputTypeMouseWheelMovementUpEvent	CInputTypeMouseWheelMovementUpEvent.h	4	0	OK	0 retail files
CInputTypeXboxPadButtonEvent	CInputTypeXboxPadButtonEvent.h	8	1	OK	0 retail files
CInputTypeXboxPadLeftStickEvent	CInputTypeXboxPadLeftStickEvent.h	4	0	OK	0 retail files
CInputTypeXboxPadRightStickEvent	CInputTypeXboxPadRightStickEvent.h	4	0	OK	0 retail files
CInterestingToVillagersDef	CInterestingToVillagersDef.h	44	1	OK	0 retail files
CInventoryCategoryDef	_quarantine/CInventoryCategoryDef.h	92	9	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CInventoryDef	_quarantine/CInventoryDef.h	2656	669	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CInventoryItemDef	CInventoryItemDef.h	112	20	OK	0 retail files
CItem	CItem.h	20	5	OK	0 retail files
CJackDragonDef	CJackDragonDef.h	120	20	OK	0 retail files
CJackOfBladesBattleDef	_quarantine/CJackOfBladesBattleDef.h	132	17	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CJoystick	CJoystick.h	3360	6	OK	2 retail files
CJoystickDX	CJoystickDX.h	3404	13	OK	1 retail files
CKeyboard	CKeyboard.h	13340	5	OK	0 retail files
CKeyboardDX	_quarantine/CKeyboardDX.h	13852	5	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CKickableDef	CKickableDef.h	84	11	OK	0 retail files
CKrakenDef	_quarantine/CKrakenDef.h	128	19	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CKrakenTentacleDef	CKrakenTentacleDef.h	96	14	OK	0 retail files
CLandscapeBackgroundPatch	CLandscapeBackgroundPatch.h	284	28	OK	1 retail files
CLandscapeBackgroundSubNodeBase	CLandscapeBackgroundSubNodeBase.h	4	0	OK	0 retail files
CLandscapeBackgroundSubNodeSplitBranch	CLandscapeBackgroundSubNodeSplitBranch.h	484	2	OK	1 retail files
CLandscapeBackgroundTreeNode	CLandscapeBackgroundTreeNode.h	240	25	OK	1 retail files
CLandscapeLayerMesh	_quarantine/CLandscapeLayerMesh.h	84	21	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CLandscapePatchTesselator	CLandscapePatchTesselator.h	40	2	OK	1 retail files
CLensFlareElementDef	_quarantine/CLensFlareElementDef.h	80	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CLevelLoader	CLevelLoader.h	44	4	OK	0 retail files
CLightDef	CLightDef.h	92	15	OK	0 retail files
CLightningDef	_quarantine/CLightningDef.h	92	7	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CLightningOrbDef	_quarantine/CLightningOrbDef.h	60	5	QUARANTINED	3 conflict(s) in 1 file(s) vs 0 agreeing
CLipSyncDataBank	CLipSyncDataBank.h	512	9	OK	1 retail files
CList	CList.h	576	32	OK	0 retail files
CLocalDetailCacheMap	CLocalDetailCacheMap.h	120	6	OK	0 retail files
CLookDef	CLookDef.h	88	15	OK	0 retail files
CMainGameComponent		0	0	HAND_OWNED	
CManagedTextureData	CManagedTextureData.h	76	15	OK	0 retail files
CManager	CManager.h	256	43	OK	0 retail files; dup_donor
CMap	_quarantine/CMap.h	7504	26	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CMarkerInfo	CMarkerInfo.h	16	3	OK	1 retail files
CMaterialDef	_quarantine/CMaterialDef.h	180	12	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CMazeBattleDef	_quarantine/CMazeBattleDef.h	100	9	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CMeleeCombatAbilityDef	_quarantine/CMeleeCombatAbilityDef.h	136	14	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CMeleeCombatKnockdownEffects	_quarantine/CMeleeCombatKnockdownEffects.h	96	11	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CMemoryAllocatorBase	CMemoryAllocatorBase.h	3100	3	OK	0 retail files
CMemoryAllocatorFixedSize	CMemoryAllocatorFixedSize.h	3148	12	OK	0 retail files
CMemoryDataInputStream	CMemoryDataInputStream.h	28	6	OK	1 retail files
CMemoryDataOutputStream	CMemoryDataOutputStream.h	28	2	OK	0 retail files
CMemoryFile	CMemoryFile.h	40	6	OK	2 retail files; suspect=CMemoryFile_GetPathnameCMemoryFileUBEAVCWideStri_00412070.cpp
CMeshBankManager	CMeshBankManager.h	20	1	OK	0 retail files
CMeshDataBank	CMeshDataBank.h	1272	42	OK	1 retail files
CMeshDataBankEntry	CMeshDataBankEntry.h	12	2	OK	0 retail files
CMessageEventDef	_quarantine/CMessageEventDef.h	84	6	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CMiniMapDisplay	CMiniMapDisplay.h	220	14	OK	5 retail files
CMirroredTextureHighlightsChunk	CMirroredTextureHighlightsChunk.h	32	1	OK	0 retail files
CModeDragonBase	CModeDragonBase.h	48	4	OK	2 retail files
CModeStandBase	CModeStandBase.h	104	19	OK	0 retail files
CMorphingSprite	CMorphingSprite.h	472	4	OK	0 retail files
CMouse	CMouse.h	13340	5	OK	0 retail files
CMouseDX	_quarantine/CMouseDX.h	18536	31	QUARANTINED	3 conflict(s) in 1 file(s) vs 0 agreeing
CMovableResource	CMovableResource.h	4	0	OK	1 retail files
CMovableResourceMemoryPool	CMovableResourceMemoryPool.h	1128	0	OK	0 retail files
CMovie	CMovie.h	456	9	OK	1 retail files
CMultiStaticMeshDef	_quarantine/CMultiStaticMeshDef.h	56	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CMultiStaticMeshEntryDef	CMultiStaticMeshEntryDef.h	56	5	OK	0 retail files
CNavBlockedQuadTreeNode	CNavBlockedQuadTreeNode.h	16	0	OK	1 retail files
CNavNavigableLeafNode	CNavNavigableLeafNode.h	32	3	OK	1 retail files
CNavQuadTree	CNavQuadTree.h	176	16	OK	0 retail files
CNavQuadTreeNode	CNavQuadTreeNode.h	32	4	OK	0 retail files
CNavSwitchableLeafNode	CNavSwitchableLeafNode.h	52	4	OK	0 retail files
CNavigatorAStar	_quarantine/CNavigatorAStar.h	212	36	QUARANTINED	2 conflict(s) in 2 file(s) vs 0 agreeing
CNavigatorBase	CNavigatorBase.h	36	5	OK	0 retail files
CNavigatorFlyer	CNavigatorFlyer.h	48	3	OK	1 retail files; suspect=CNavigatorFlyer_GetCurrentDestination_00a19b00.cpp
CNavigatorManager	CNavigatorManager.h	76	5	OK	0 retail files
CNetworkClient	CNetworkClient.h	9856	13	OK	0 retail files
CNewFrontendGameComponent		0	0	HAND_OWNED	
CNymphDef	CNymphDef.h	80	10	OK	0 retail files
CObjectAugmentationsDef	_quarantine/CObjectAugmentationsDef.h	160	15	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CObjectFamilyDef	_quarantine/CObjectFamilyDef.h	80	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CObserver	CObserver.h	24	2	OK	0 retail files
CObstacleNavigatorExternalInterface	_quarantine/CObstacleNavigatorExternalInterface.h	24	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
COccupiableDef	COccupiableDef.h	44	1	OK	0 retail files
COpinionDeedEffectsDef	_quarantine/COpinionDeedEffectsDef.h	148	14	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
COpinionDeedMaskDef	_quarantine/COpinionDeedMaskDef.h	80	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
COpinionDeedReactionDef	_quarantine/COpinionDeedReactionDef.h	88	3	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
COpinionOfHeroDef	_quarantine/COpinionOfHeroDef.h	60	5	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
COpinionPersonalityDef	_quarantine/COpinionPersonalityDef.h	92	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
COpinionReactionManagerDef	_quarantine/COpinionReactionManagerDef.h	860	13	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
COpinionReactionMaskDef	_quarantine/COpinionReactionMaskDef.h	80	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
COpinionSourceDef	_quarantine/COpinionSourceDef.h	216	16	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
COptimisedPrimitive	COptimisedPrimitive.h	160	19	OK	0 retail files
COracleMinigameDef	COracleMinigameDef.h	92	13	OK	0 retail files
COverheadDisplayDef	COverheadDisplayDef.h	40	3	OK	0 retail files
CPackedUIntArray	CPackedUIntArray.h	16	5	OK	1 retail files
CParentDefClassBase	CParentDefClassBase.h	61	2	OK	1 retail files
CParticleAttacherDef	_quarantine/CParticleAttacherDef.h	56	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CParticleEmitter	CParticleEmitter.h	376	25	OK	1 retail files
CParticleProgram	CParticleProgram.h	368	19	OK	1 retail files
CParticleSimulationRenderData	CParticleSimulationRenderData.h	4	0	OK	0 retail files
CParticleSystem	_quarantine/CParticleSystem.h	140	16	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CPerceivedThingDef	CPerceivedThingDef.h	80	10	OK	0 retail files
CPersistContext		0	0	HAND_OWNED	
CPhysicsDef	_quarantine/CPhysicsDef.h	68	7	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CPhysicsFacesSegmentBranch	CPhysicsFacesSegmentBranch.h	28	3	OK	0 retail files
CPhysicsFacesSegmentLeaf	CPhysicsFacesSegmentLeaf.h	20	1	OK	1 retail files
CPixelFormat	CPixelFormat.h	4	1	OK	0 retail files
CPlayer	CPlayer.h	564	106	OK	3 retail files; suspect=CPlayer_IsMainPlayer_00487520.cpp
CPlayerDef	_quarantine/CPlayerDef.h	72	3	QUARANTINED	1 conflict(s) in 1 file(s) vs 2 agreeing
CPlayerGui	CPlayerGui.h	864	128	OK	0 retail files
CPlayerGuiDef	_quarantine/CPlayerGuiDef.h	2896	594	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CPlayerInventoryDef	_quarantine/CPlayerInventoryDef.h	136	6	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CPlayerManager	CPlayerManager.h	52	6	OK	0 retail files
CPlayerMovementDef	_quarantine/CPlayerMovementDef.h	128	16	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CPrizeScoreDef	_quarantine/CPrizeScoreDef.h	48	2	QUARANTINED	2 conflict(s) in 2 file(s) vs 0 agreeing
CProcessedInput	CProcessedInput.h	176	5	OK	0 retail files
CProgressDisplay		0	0	HAND_OWNED	
CQ_GuildTrainingPreMeleeScript	CQ_GuildTrainingPreMeleeScript.h	108	7	OK	0 retail files
CQuestCardDef	_quarantine/CQuestCardDef.h	124	18	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CQuestInfoElement	_quarantine/CQuestInfoElement.h	32	4	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CQuestManager	CQuestManager.h	276	31	OK	3 retail files
CQuickAccessItemButtonGuiDef	_quarantine/CQuickAccessItemButtonGuiDef.h	84	5	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CReactionFrequencyTraits_ControlledCount	CReactionFrequencyTraits_ControlledCount.h	44	10	OK	0 retail files
CReactionFrequencyTraits_LinearTime	CReactionFrequencyTraits_LinearTime.h	16	3	OK	0 retail files
CReactionFrequencyTraits_PeriodicFrequency	CReactionFrequencyTraits_PeriodicFrequency.h	32	7	OK	0 retail files
CReactionMatch_AsymmetricPyramid	CReactionMatch_AsymmetricPyramid.h	40	8	OK	0 retail files
CReactionMatch_MRPyramid	CReactionMatch_MRPyramid.h	52	3	OK	0 retail files
CReactionMatch_SecondaryAxisCentredMRShifted	CReactionMatch_SecondaryAxisCentredMRShifted.h	36	7	OK	0 retail files
CReactionMatch_SecondaryAxisMRShifted	CReactionMatch_SecondaryAxisMRShifted.h	36	7	OK	0 retail files
CReactionMatch_Sphere	CReactionMatch_Sphere.h	28	2	OK	0 retail files
CReadableDef	CReadableDef.h	38	1	OK	1 retail files
CRegion	CRegion.h	100	18	OK	2 retail files
CRegionDef		0	0	HAND_OWNED	
CRegionDialog	CRegionDialog.h	324	8	OK	1 retail files
CRegionMinimap	CRegionMinimap.h	108	17	OK	3 retail files
CRenderManagerCore	CRenderManagerCore.h	15648	31	OK	0 retail files
CRenderStateManager	CRenderStateManager.h	14908	11	OK	0 retail files
CReplaceableMeshDef	_quarantine/CReplaceableMeshDef.h	56	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CResource	CResource.h	28	5	OK	0 retail files
CResourceList	CResourceList.h	60	8	OK	0 retail files
CResurrectionItemDef	CResurrectionItemDef.h	44	1	OK	0 retail files
CRumbleDef	_quarantine/CRumbleDef.h	72	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSB	CSB.h	12	1	OK	0 retail files
CSBAgents	CSBAgents.h	16	1	OK	0 retail files
CSBCAgents	CSBCAgents.h	28	1	OK	0 retail files
CSBCCorridor	CSBCCorridor.h	52	5	OK	0 retail files
CSBGoal	CSBGoal.h	36	6	OK	0 retail files
CSBIAgents	CSBIAgents.h	24	1	OK	0 retail files
CScorpionKingBattleDef	_quarantine/CScorpionKingBattleDef.h	100	9	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CScriptConversation	CScriptConversation.h	52	9	OK	1 retail files; dup_donor
CScriptGameResourceObjectScriptedThing	CScriptGameResourceObjectScriptedThing.h	40	5	OK	0 retail files
CScriptGameResourceObjectScriptedThingBase	CScriptGameResourceObjectScriptedThingBase.h	16	2	OK	26 retail files
CScriptThing	CScriptThing.h	12	2	OK	43 retail files
CScriptedMapBrush	CScriptedMapBrush.h	100	11	OK	0 retail files
CScrollingComponent	CScrollingComponent.h	396	3	OK	1 retail files
CShaderBankStateBlock	CShaderBankStateBlock.h	12	1	OK	1 retail files
CShaderDataBank	CShaderDataBank.h	424	5	OK	1 retail files
CShaderRenderManager		0	0	HAND_OWNED	
CShipDef	CShipDef.h	68	7	OK	0 retail files
CShopDef	_quarantine/CShopDef.h	224	37	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CShopItemDef	CShopItemDef.h	72	8	OK	0 retail files
CShoveHaPennyRegionDef	_quarantine/CShoveHaPennyRegionDef.h	48	2	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CSimBuildingDef	_quarantine/CSimBuildingDef.h	76	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CSimVoicesDef	_quarantine/CSimVoicesDef.h	92	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSimpleMemoryPool	CSimpleMemoryPool.h	28	4	OK	0 retail files
CSkeletalMorphDef	_quarantine/CSkeletalMorphDef.h	56	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CSkyDef	_quarantine/CSkyDef.h	136	15	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSmashableDef	CSmashableDef.h	48	3	OK	0 retail files
CSmokeGeneratorDef	_quarantine/CSmokeGeneratorDef.h	48	2	QUARANTINED	2 conflict(s) in 2 file(s) vs 0 agreeing
CSnowTrollDef	CSnowTrollDef.h	96	14	OK	0 retail files
CSoundAtmospheresDef	_quarantine/CSoundAtmospheresDef.h	56	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 2 agreeing
CSoundDef	_quarantine/CSoundDef.h	156	8	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSoundThemeDef	_quarantine/CSoundThemeDef.h	108	11	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpawnedFuncBase	CSpawnedFuncBase.h	52	9	OK	0 retail files
CSpecialAbilitiesAssassinRushDef	_quarantine/CSpecialAbilitiesAssassinRushDef.h	148	18	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesBattleChargeDef	_quarantine/CSpecialAbilitiesBattleChargeDef.h	184	18	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesBerserkDef	_quarantine/CSpecialAbilitiesBerserkDef.h	468	47	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
